Census Tract,2028 Total Population
130670315.16,"2,562"
130670315.17,"3,819"
130670315.18,"2,738"
130771701.01,"2,040"
130771701.02,"5,626"
130771702.00,"7,315"
130771703.03,"6,853"
130771703.04,"6,703"
130771703.07,"7,235"
130771703.08,"5,803"
130771703.09,"5,829"
130771703.10,"4,358"
130771704.03,"6,486"
130771704.04,"5,259"
130771704.05,"8,428"
130771704.06,"4,047"
130771704.07,"1,468"
130771704.08,"7,324"
130771705.01,"9,237"
130771705.02,"9,294"
130771705.03,"9,303"
130771706.03,"7,597"
130771706.04,"4,888"
130771706.05,"3,766"
130771706.06,"5,784"
130771706.07,"4,037"
130771707.01,"3,851"
130771707.02,"4,148"
130771708.01,"6,707"
130771708.02,"5,513"
130830401.02,"3,671"
130830401.03,"2,545"
130830401.04,"2,021"
130830402.00,"4,243"
130830403.00,"3,762"
130859701.01,"1,723"
130859701.02,"5,640"
130859701.03,"2,901"
130859702.03,"5,367"
130859702.04,"4,687"
130859702.05,"7,784"
130859702.06,"5,585"
130890201.00,"1,921"
130890202.00,"2,245"
130890203.00,"4,151"
130890204.00,"2,450"
130890205.00,"3,595"
130890206.00,"4,139"
130890207.00,"3,434"
130890208.01,"2,570"
130890208.02,"4,361"
130890209.01,"3,518"
130890209.02,"2,673"
130890211.01,"3,902"
130890211.03,"4,801"
130890211.04,"2,460"
130890212.04,"3,919"
130890212.08,"5,238"
130890212.10,"5,798"
130890212.11,"4,639"
130890212.13,"3,356"
130890212.17,"2,846"
130890212.19,"5,168"
130890212.20,"3,361"
130890212.21,"2,744"
130890212.22,"4,990"
130890212.23,"2,691"
130890212.24,"3,755"
130890212.25,"2,039"
130890212.26,"3,359"
130890212.27,"5,506"
130890212.28,"2,905"
130890212.29,"3,107"
130890212.30,"5,745"
130890213.01,"4,031"
130890213.05,"5,303"
130890213.06,"7,191"
130890213.07,"3,854"
130890213.08,"4,410"
130890213.09,"2,040"
130890213.10,"4,273"
130890214.05,"4,913"
130890214.09,"2,967"
130890214.10,"4,926"
130890214.11,"4,111"
130890214.12,"4,363"
130890214.15,"3,950"
130890214.16,"2,591"
130890214.17,"4,571"
130890214.18,"2,450"
130890214.19,"2,270"
130890214.20,"2,022"
130890214.21,"2,404"
130890215.02,"5,910"
130890215.03,"4,188"
130890215.05,"3,000"
130890215.06,"3,326"
130890216.02,"5,047"
130890216.04,"3,409"
130890216.06,"4,158"
130890216.07,"2,292"
130890216.08,"4,580"
130890216.09,"2,117"
130890217.03,"4,434"
130890217.07,"2,815"
130890217.08,"3,366"
130890217.09,"3,427"
130890217.10,"2,989"
130890217.11,"2,912"
130890217.12,"2,577"
130890218.08,"5,680"
130890218.12,"2,349"
130890218.13,"2,866"
130890218.15,"4,056"
130890218.16,"2,835"
130890218.17,"1,997"
130890218.18,"4,578"
130890218.19,"3,920"
130890218.20,"2,661"
130890218.21,"3,037"
130890218.22,"3,685"
130890218.23,"3,735"
130890218.24,"2,686"
130890219.06,"5,475"
130890219.08,"5,274"
130890219.10,"6,204"
130890219.11,"2,238"
130890219.12,"3,485"
130890219.13,"4,715"
130890219.14,"4,224"
130890219.15,"4,614"
130890219.16,"3,452"
130890219.17,"3,457"
130890220.01,"4,762"
130890220.05,"5,433"
130890220.07,"4,303"
130890220.10,"2,367"
130890220.11,"4,606"
130890220.12,"4,283"
130890220.13,"3,896"
130890220.14,"2,588"
130890220.15,"2,184"
130890220.16,"3,462"
130890221.00,"4,748"
130890222.03,"3,077"
130890222.05,"3,362"
130890222.06,"4,004"
130890223.02,"4,505"
130890223.03,"4,419"
130890223.04,"3,679"
130890224.01,"4,392"
130890224.03,"3,917"
130890224.04,"4,041"
130890224.05,"2,844"
130890225.01,"4,922"
130890225.02,"2,763"
130890226.01,"4,991"
130890226.02,"2,411"
130890227.00,"5,523"
130890228.00,"5,375"
130890229.00,"5,603"
130890230.00,"2,066"
130890231.01,"4,351"
130890231.02,"3,110"
130890231.07,"4,422"
130890231.08,"4,583"
130890231.11,"2,443"
130890231.12,"4,937"
130890231.13,"3,272"
130890231.14,"2,939"
130890231.15,"1,401"
130890232.09,"5,224"
130890232.11,"3,112"
130890232.12,"4,233"
130890232.13,"5,352"
130890232.14,"6,070"
130890232.15,"4,366"
130890232.16,"3,270"
130890232.17,"3,687"
130890232.18,"2,847"
130890232.19,"3,556"
130890232.20,"3,569"
130890232.21,"2,920"
130890232.22,"3,409"
130890233.11,"4,102"
130890233.13,"5,703"
130890233.15,"7,500"
130890233.17,"4,172"
130890233.18,"3,751"
130890233.19,"3,152"
130890233.20,"3,695"
130890233.21,"4,669"
130890233.22,"2,833"
130890233.23,"3,848"
130890233.24,"3,565"
130890233.25,"4,889"
130890233.26,"3,093"
130890233.27,"6,070"
130890233.28,"4,676"
130890233.29,"4,058"
130890233.30,"3,030"
130890233.31,"3,412"
130890233.32,"2,673"
130890234.10,"5,436"
130890234.11,"3,834"
130890234.13,"3,469"
130890234.22,"5,756"
130890234.24,"5,133"
130890234.25,"5,820"
130890234.26,"4,415"
130890234.27,"2,784"
130890234.29,"3,665"
130890234.30,"5,555"
130890234.31,"1,902"
130890234.32,"4,270"
130890234.33,"4,167"
130890234.34,"4,834"
130890234.35,"2,488"
130890234.36,"2,993"
130890234.37,"6,681"
130890234.38,"5,517"
130890234.39,"3,209"
130890234.40,"5,312"
130890234.41,"3,680"
130890234.42,"3,749"
130890234.43,"6,544"
130890234.44,"2,558"
130890234.45,"3,979"
130890234.46,"1,991"
130890234.47,"2,477"
130890234.48,"3,765"
130890235.01,"3,103"
130890235.04,"3,244"
130890235.05,"2,511"
130890235.06,"5,930"
130890235.07,"4,271"
130890236.01,"3,158"
130890236.02,"2,264"
130890236.03,"3,214"
130890237.01,"3,109"
130890237.02,"3,880"
130890238.01,"4,512"
130890238.02,"3,866"
130890238.03,"4,731"
130899800.00,0
130970801.04,"4,795"
130970801.05,"4,028"
130970801.06,"3,943"
130970801.07,"3,194"
130970802.01,"5,507"
130970802.03,"5,830"
130970802.04,"3,590"
130970803.03,"4,439"
130970803.04,"5,302"
130970803.05,"5,819"
130970803.06,"4,368"
130970803.07,"4,097"
130970804.03,"4,624"
130970804.05,"5,751"
130970804.06,"5,691"
130970804.07,"6,993"
130970804.08,"3,725"
130970805.05,"4,223"
130970805.06,"5,849"
130970805.07,"3,807"
130970805.08,"5,788"
130970805.09,"6,553"
130970805.12,"4,451"
130970805.13,"3,276"
130970805.14,"4,329"
130970805.15,"5,711"
130970806.02,"11,033"
130970806.05,"3,815"
130970806.06,"6,517"
130970806.07,"4,913"
130970806.08,"3,269"
131110501.00,"3,843"
131110502.00,"7,633"
131110503.00,"2,595"
131110504.00,"6,987"
131110505.00,"5,340"
131131401.02,"5,841"
131131401.03,"2,663"
131131401.04,"6,131"
131131402.03,"6,727"
131131402.04,"7,177"
131131402.06,"4,894"
131131402.07,"5,676"
131131402.09,"2,627"
131131402.10,"9,976"
131131403.03,"4,504"
131131403.04,"6,556"
131131403.05,"5,583"
131131403.07,"5,749"
131131403.08,"2,414"
131131403.09,"4,987"
131131404.03,"5,833"
131131404.04,"8,206"
131131404.05,"4,607"
131131404.06,"3,990"
131131404.08,"3,221"
131131404.09,"3,967"
131131404.10,"4,759"
131131405.01,"6,949"
131131405.02,"3,780"
131150001.00,"4,376"
131150002.02,"3,739"
131150002.03,"3,056"
131150002.04,"4,188"
131150003.00,"3,005"
131150004.01,"2,465"
131150004.02,"1,321"
131150004.03,"3,998"
131150005.00,"3,913"
131150006.00,"4,502"
131150007.00,"5,201"
131150008.00,"4,823"
131150009.00,"2,526"
131150011.00,"3,091"
131150012.00,"5,626"
131150013.01,"3,321"
131150013.02,"3,896"
131150014.00,"6,097"
131150016.00,"3,093"
131150017.03,"3,226"
131150017.04,"2,773"
131150017.05,"4,627"
131150017.06,"1,920"
131150018.00,"4,538"
131150020.00,"4,471"
131150021.00,"4,648"
131171301.01,"5,282"
131171301.02,"3,276"
131171301.03,"5,956"
131171301.05,"2,998"
131171302.01,"9,104"
131171302.02,"6,602"
131171302.03,"7,688"
131171302.04,"8,031"
131171302.05,"8,044"
131171303.01,"8,882"
131171303.02,"10,752"
131171303.03,"5,160"
131171303.04,"8,141"
131171303.05,"7,993"
131171303.06,"5,795"
131171303.07,"9,208"
131171304.06,"8,593"
131171304.09,"4,208"
131171304.10,"10,308"
131171304.11,"3,823"
131171304.12,"4,307"
131171304.13,"3,458"
131171304.14,"5,645"
131171304.15,"5,340"
131171305.03,"3,259"
131171305.04,"4,301"
131171305.05,"3,087"
131171305.06,"4,213"
131171305.07,"4,221"
131171305.08,"6,332"
131171305.09,"5,597"
131171305.11,"6,281"
131171305.12,"6,657"
131171306.01,"7,758"
131171306.02,"7,138"
131171306.03,"10,769"
131171306.04,"5,386"
131171306.05,"5,071"
131171306.06,"6,153"
131171306.07,"10,336"
131171306.08,"7,049"
131171306.09,"7,795"
131171306.10,"7,381"
131171306.11,"5,304"
131171306.13,"7,442"
131171306.14,"4,280"
131171306.15,"3,659"
131210001.00,"5,704"
131210002.01,"2,952"
131210002.02,"3,314"
131210004.00,"3,337"
131210005.01,"5,716"
131210005.02,"2,014"
131210006.01,"5,638"
131210006.02,"3,279"
131210007.00,"4,840"
131210010.01,"6,767"
131210010.02,"7,298"
131210011.01,"4,070"
131210011.02,"4,464"
131210012.03,"2,217"
131210012.04,"2,019"
131210012.05,"3,600"
131210012.06,"5,053"
131210013.01,"2,288"
131210013.02,"2,482"
131210014.00,"2,633"
131210015.01,"2,358"
131210015.02,"2,264"
131210016.00,"2,458"
131210017.01,"3,035"
131210017.02,"4,343"
131210018.01,"1,992"
131210018.02,"2,445"
131210019.01,"2,269"
131210019.02,"2,787"
131210021.00,"2,922"
131210023.00,"1,199"
131210024.00,"2,745"
131210025.00,"2,609"
131210026.00,"1,059"
131210028.01,"4,390"
131210028.02,"3,462"
131210029.00,"2,857"
131210030.00,"3,926"
131210031.00,"3,045"
131210032.00,"3,150"
131210035.00,"5,825"
131210036.00,949
131210037.00,338
131210038.00,"3,454"
131210039.00,"1,569"
131210040.00,"2,679"
131210041.00,"1,969"
131210042.00,"2,228"
131210043.00,"2,549"
131210044.00,"2,720"
131210048.00,"1,276"
131210049.00,"2,878"
131210050.00,"4,052"
131210052.00,"6,006"
131210053.00,"5,152"
131210055.01,"4,062"
131210055.03,"1,997"
131210055.04,"1,899"
131210057.00,"1,433"
131210058.00,"1,453"
131210060.00,"3,053"
131210061.00,"3,267"
131210062.00,"1,368"
131210063.00,"1,596"
131210064.00,"2,120"
131210065.00,"4,373"
131210066.01,"2,425"
131210066.02,"1,079"
131210067.01,"2,191"
131210067.02,"2,071"
131210068.01,"1,273"
131210068.02,"1,278"
131210069.00,"4,970"
131210070.01,"4,014"
131210070.02,"2,960"
131210071.00,"2,220"
131210072.00,"2,019"
131210073.01,"4,492"
131210073.02,"2,969"
131210074.00,"3,067"
131210075.00,"3,330"
131210076.02,"2,161"
131210076.03,"3,761"
131210076.04,"3,008"
131210077.03,"3,649"
131210077.05,"4,459"
131210077.07,"2,347"
131210077.08,"3,125"
131210077.09,"4,313"
131210077.10,"2,500"
131210077.11,"2,241"
131210078.05,"3,761"
131210078.06,"5,437"
131210078.07,"3,122"
131210078.08,"3,859"
131210078.09,"4,421"
131210078.10,"4,341"
131210079.00,"5,604"
131210080.00,"4,857"
131210081.03,"4,222"
131210081.04,"3,335"
131210082.02,"2,071"
131210082.03,"2,675"
131210082.04,"3,257"
131210083.01,"2,405"
131210083.02,"2,070"
131210084.00,"3,140"
131210085.00,"2,832"
131210086.01,"5,289"
131210086.02,"2,415"
131210087.01,"3,474"
131210087.02,"2,917"
131210088.01,"3,022"
131210088.02,"5,388"
131210089.03,"4,237"
131210089.05,"7,253"
131210089.06,"2,219"
131210089.07,"3,041"
131210089.08,"2,292"
131210089.09,"1,563"
131210090.01,"2,835"
131210090.02,"2,866"
131210091.03,"3,157"
131210091.04,"2,848"
131210091.05,"1,979"
131210091.06,"2,416"
131210092.01,"1,733"
131210092.02,"2,630"
131210092.03,"3,347"
131210093.01,"2,729"
131210093.02,"2,577"
131210094.05,"4,305"
131210094.06,"2,652"
131210094.07,917
131210094.08,"1,845"
131210094.09,"1,657"
131210094.10,"1,642"
131210094.11,"2,740"
131210095.01,"4,652"
131210095.03,"1,954"
131210095.04,"5,244"
131210096.01,"3,283"
131210096.04,"3,847"
131210096.05,"2,537"
131210096.06,"1,564"
131210096.07,"5,490"
131210097.00,"4,372"
131210098.02,"4,028"
131210098.03,"2,925"
131210098.04,"2,473"
131210099.00,"5,313"
131210100.03,"5,094"
131210100.04,"1,739"
131210100.05,"3,617"
131210100.06,"5,067"
131210100.07,"1,797"
131210101.06,"4,143"
131210101.07,"1,784"
131210101.08,"3,716"
131210101.15,"2,636"
131210101.17,"3,668"
131210101.20,"2,447"
131210101.21,"3,427"
131210101.24,"1,775"
131210101.25,"3,059"
131210101.26,"2,829"
131210101.27,"2,845"
131210101.28,"1,434"
131210101.29,"4,848"
131210101.30,"4,540"
131210101.31,"2,248"
131210101.32,"3,249"
131210101.33,"6,263"
131210101.34,"2,473"
131210101.35,"2,674"
131210101.36,"3,323"
131210101.37,"3,464"
131210102.04,"4,855"
131210102.11,"3,535"
131210102.12,"5,389"
131210102.13,"1,049"
131210102.14,"1,822"
131210102.15,"1,843"
131210102.16,"4,174"
131210102.17,"2,168"
131210102.18,"1,895"
131210102.19,"2,321"
131210102.20,"4,814"
131210102.21,"2,140"
131210102.22,"2,538"
131210102.23,"3,249"
131210103.05,"4,542"
131210103.06,"6,007"
131210103.07,"5,722"
131210103.08,"6,050"
131210103.09,"6,290"
131210103.10,"6,298"
131210103.11,"5,299"
131210103.12,"3,159"
131210103.13,"3,868"
131210103.14,"2,496"
131210103.15,"5,595"
131210104.01,"4,883"
131210104.02,"4,648"
131210105.08,"3,825"
131210105.17,"6,224"
131210105.18,"4,832"
131210105.19,"4,696"
131210105.20,"6,156"
131210105.21,"2,268"
131210105.22,"5,275"
131210105.23,"2,095"
131210105.24,"2,740"
131210105.25,"2,783"
131210105.26,"7,041"
131210105.27,"6,366"
131210105.28,"4,272"
131210105.29,"6,916"
131210105.30,"3,257"
131210105.31,"3,584"
131210105.32,"3,770"
131210105.33,"2,341"
131210105.34,"4,640"
131210105.35,"2,981"
131210105.36,"5,774"
131210105.37,"3,924"
131210105.38,"3,796"
131210105.39,"4,411"
131210105.40,"4,794"
131210106.01,"3,562"
131210106.03,"3,364"
131210106.04,"3,743"
131210108.01,"4,150"
131210108.02,"4,607"
131210110.00,"2,946"
131210111.00,"2,377"
131210112.02,"4,933"
131210112.03,"2,834"
131210112.04,"1,927"
131210113.01,"4,310"
131210113.06,"3,336"
131210113.07,"4,860"
131210113.08,"1,311"
131210113.09,"3,290"
131210113.10,"4,866"
131210114.16,"6,253"
131210114.17,"4,932"
131210114.19,"5,707"
131210114.21,"4,188"
131210114.22,"3,779"
131210114.23,"5,465"
131210114.24,"5,149"
131210114.26,"2,316"
131210114.28,"2,745"
131210114.29,"5,438"
131210114.30,"4,183"
131210114.31,"1,852"
131210114.32,"5,356"
131210114.33,"2,975"
131210114.34,"3,155"
131210114.35,"4,185"
131210114.36,"3,118"
131210114.37,"3,192"
131210114.38,"4,451"
131210114.39,"4,057"
131210114.40,"2,301"
131210114.41,"3,910"
131210114.42,"2,362"
131210114.43,"3,162"
131210114.44,"3,609"
131210114.45,"3,233"
131210114.46,"3,307"
131210115.05,"4,081"
131210115.07,"5,084"
131210115.08,"4,386"
131210115.09,"2,739"
131210115.10,"5,936"
131210115.11,"3,083"
131210115.12,"2,815"
131210115.13,"3,288"
131210115.14,"3,757"
131210115.15,"2,426"
131210116.12,"3,646"
131210116.18,"4,223"
131210116.24,"3,784"
131210116.27,"4,222"
131210116.28,"2,749"
131210116.29,"4,593"
131210116.30,"4,019"
131210116.31,"4,098"
131210116.32,"3,653"
131210116.33,"3,778"
131210116.34,"2,584"
131210116.35,"4,476"
131210116.36,"2,051"
131210116.37,"2,606"
131210116.38,"4,730"
131210116.39,"2,441"
131210116.40,"5,394"
131210116.41,"4,126"
131210116.42,"3,550"
131210116.43,"4,608"
131210116.44,"3,799"
131210116.45,"4,186"
131210116.46,"3,898"
131210116.47,"5,681"
131210116.48,"3,016"
131210116.49,"6,206"
131210116.50,"4,150"
131210116.51,"2,145"
131210116.52,"3,783"
131210116.53,"3,396"
131210116.54,"2,611"
131210116.55,"2,964"
131210116.56,"4,269"
131210116.57,"2,967"
131210116.58,"4,006"
131210116.59,"2,957"
131210116.60,"4,257"
131210116.61,"2,191"
131210118.01,"1,988"
131210118.02,"1,950"
131210119.01,"2,398"
131210119.02,"1,370"
131210120.00,"3,796"
131210123.00,"2,838"
131219800.00,0
131230801.00,"4,482"
131230802.00,"5,830"
131230803.01,"2,889"
131230803.02,"4,485"
131230804.01,"3,414"
131230804.02,"4,478"
131230804.03,"3,162"
131230805.00,"4,534"
131299701.01,"3,217"
131299701.02,"3,406"
131299702.01,"2,711"
131299702.02,"3,734"
131299703.01,"4,550"
131299703.02,"5,475"
131299704.00,"5,200"
131299705.00,"5,100"
131299706.01,"3,639"
131299706.02,"3,805"
131299707.00,"4,824"
131299708.01,"3,971"
131299708.02,"2,349"
131299709.01,"4,836"
131299709.02,"2,900"
131350501.05,"6,169"
131350501.10,"6,069"
131350501.11,"2,777"
131350501.12,"7,354"
131350501.13,"6,835"
131350501.14,"3,746"
131350501.16,"7,046"
131350501.17,"4,045"
131350501.18,"4,747"
131350501.19,"5,707"
131350501.20,"2,472"
131350501.21,"6,282"
131350502.05,"4,604"
131350502.15,"3,644"
131350502.18,"5,778"
131350502.19,"3,618"
131350502.21,"4,455"
131350502.22,"5,277"
131350502.23,"6,905"
131350502.24,"5,351"
131350502.26,"4,264"
131350502.27,"2,142"
131350502.28,"4,703"
131350502.29,"4,217"
131350502.30,"3,667"
131350502.31,"5,972"
131350502.32,"3,322"
131350502.33,"3,307"
131350502.34,"4,058"
131350502.35,"6,171"
131350502.36,"3,561"
131350502.37,"4,092"
131350502.38,"4,829"
131350502.39,"5,961"
131350502.40,"3,921"
131350502.41,"5,222"
131350502.42,"5,009"
131350502.43,"6,637"
131350502.44,"2,882"
131350503.06,"4,976"
131350503.08,"5,262"
131350503.11,"5,224"
131350503.15,"5,347"
131350503.17,"3,838"
131350503.18,"3,233"
131350503.21,"4,507"
131350503.22,"4,461"
131350503.23,"4,240"
131350503.24,"4,415"
131350503.25,"4,028"
131350503.26,"4,892"
131350503.27,"3,875"
131350503.28,"3,074"
131350503.29,"2,364"
131350503.30,"3,204"
131350503.31,"2,490"
131350503.32,"3,084"
131350503.33,"4,519"
131350503.34,"6,109"
131350503.35,"3,135"
131350503.36,"4,098"
131350504.15,"4,423"
131350504.16,"3,788"
131350504.25,"6,596"
131350504.27,"6,592"
131350504.30,"6,273"
131350504.33,"2,547"
131350504.35,"4,521"
131350504.37,"2,584"
131350504.38,"5,091"
131350504.39,"3,107"
131350504.40,"5,906"
131350504.41,"5,126"
131350504.42,"3,213"
131350504.43,"3,363"
131350504.44,"3,793"
131350504.45,"3,803"
131350504.46,"3,817"
131350504.47,"3,235"
131350504.48,"4,753"
131350504.49,"4,508"
131350504.50,"3,327"
131350504.51,"3,042"
131350504.52,"3,028"
131350504.53,"3,785"
131350504.54,"3,836"
131350504.55,"2,734"
131350504.56,"4,210"
131350504.57,"4,267"
131350504.58,"3,243"
131350504.59,"5,074"
131350504.60,"3,566"
131350504.61,"2,991"
131350504.62,"4,029"
131350504.63,"5,252"
131350504.64,"5,801"
131350504.65,"3,870"
131350504.66,"3,177"
131350505.20,"5,335"
131350505.26,"6,039"
131350505.29,"5,969"
131350505.30,"5,825"
131350505.36,"6,660"
131350505.37,"6,264"
131350505.39,"6,963"
131350505.41,"5,565"
131350505.42,"5,805"
131350505.49,"5,712"
131350505.50,"4,745"
131350505.51,"4,708"
131350505.52,"3,836"
131350505.53,"3,624"
131350505.54,"4,633"
131350505.55,"4,386"
131350505.56,"5,843"
131350505.57,"2,881"
131350505.58,"2,384"
131350505.59,"5,054"
131350505.60,"4,630"
131350505.61,"5,783"
131350505.62,"4,906"
131350505.65,"4,704"
131350505.66,"3,854"
131350505.67,"5,183"
131350505.68,"4,337"
131350505.74,"4,589"
131350505.75,"2,474"
131350505.76,"2,748"
131350505.77,"4,620"
131350505.89,"6,098"
131350505.90,"4,687"
131350505.91,"3,457"
131350507.15,"5,948"
131350507.19,"6,282"
131350507.22,"3,268"
131350507.25,"6,183"
131350507.29,"3,609"
131350507.32,"5,979"
131350507.33,"3,426"
131350507.34,"4,613"
131350507.38,"6,935"
131350507.39,"5,090"
131350507.49,"3,456"
131350507.50,"5,219"
131350507.56,"4,444"
131350507.57,"3,456"
131350507.60,"4,153"
131350507.61,"4,143"
131350507.62,"6,414"
131350507.63,"4,916"
131350507.64,"3,419"
131350507.65,"3,113"
131390015.02,"4,804"
131430101.00,"3,954"
131430102.01,"3,092"
131430102.02,"3,058"
131430103.01,"3,786"
131430103.03,"2,117"
131430103.04,"6,288"
131430104.01,"2,799"
131430104.02,"6,405"
131499701.00,"4,467"
131499702.00,"3,872"
131499703.00,"2,959"
131510701.09,"3,236"
131510701.13,"4,377"
131510701.14,"5,130"
131510701.15,"3,630"
131510701.16,"3,060"
131510701.17,"4,106"
131510701.18,"3,216"
131510701.19,"7,220"
131510701.20,"2,657"
131510701.21,"3,871"
131510701.22,"3,400"
131510701.23,"2,389"
131510701.24,"5,406"
131510701.25,"2,588"
131510701.26,"3,702"
131510701.27,"3,553"
131510701.28,"2,160"
131510702.04,"6,320"
131510702.06,"4,457"
131510702.07,"3,055"
131510702.08,"5,451"
131510702.09,"4,123"
131510702.10,"2,420"
131510702.11,"4,918"
131510702.12,"2,989"
131510702.13,"2,847"
131510702.14,"4,759"
131510702.15,"1,857"
131510702.16,"6,025"
131510703.07,"5,311"
131510703.10,"7,808"
131510703.12,"5,444"
131510703.13,"11,956"
131510703.14,"5,242"
131510703.15,"5,009"
131510703.16,"3,267"
131510703.17,"5,543"
131510703.18,"3,347"
131510703.19,"6,235"
131510703.20,"3,042"
131510703.21,"3,395"
131510703.22,"6,869"
131510703.23,"2,448"
131510703.24,"4,820"
131510703.25,"2,211"
131510704.05,"3,450"
131510704.06,"5,915"
131510704.07,"4,776"
131510704.08,"3,040"
131510704.09,"5,251"
131510704.10,"4,468"
131510704.11,"9,440"
131510704.12,"7,445"
131510705.03,"6,500"
131510705.04,"1,962"
131510705.05,"5,973"
131510705.06,"3,883"
131510705.07,"2,793"
131510705.08,"5,676"
131879601.06,"3,762"
131879602.03,"4,580"
131879602.05,"5,652"
131879602.06,"6,601"
131999707.01,"2,779"
131999707.02,"4,718"
132130101.00,"3,423"
132130102.01,"1,683"
132130102.03,"3,544"
132130102.04,"5,522"
132130103.00,"4,043"
132130104.01,"3,440"
132130104.02,"3,736"
132130105.00,"4,897"
132130106.00,"4,320"
132130107.00,"5,481"
132171009.03,"7,542"
132171009.05,"6,084"
132231201.04,"3,206"
132231201.05,"11,571"
132231201.06,"2,764"
132231201.07,"8,491"
132231201.08,"11,635"
132231201.09,"7,379"
132231201.10,"11,229"
132231201.11,"8,989"
132231202.03,"6,217"
132231202.05,"4,634"
132231202.06,"4,589"
132231202.07,"3,574"
132231202.08,"5,041"
132231203.01,"6,718"
132231203.03,"2,390"
132231203.04,"2,251"
132231203.05,"3,790"
132231203.06,"5,599"
132231203.07,"5,037"
132231204.01,"6,404"
132231204.02,"7,851"
132231204.03,"7,507"
132231205.03,"4,675"
132231205.04,"3,429"
132231205.05,"6,475"
132231205.06,"3,613"
132231205.07,"5,608"
132231206.01,"4,634"
132231206.03,"6,434"
132231206.04,"5,749"
132231206.05,"6,613"
132231206.06,"4,157"
132231206.07,"6,729"
132270501.01,"2,476"
132270501.02,"3,570"
132270502.01,"4,323"
132270502.02,"3,592"
132270503.00,"5,135"
132270504.00,"4,295"
132270505.00,"5,680"
132270506.01,"4,250"
132270506.02,"2,484"
132330101.00,"5,821"
132330102.01,"5,357"
132330102.02,"3,616"
132330103.00,"4,855"
132330104.00,"6,058"
132330105.00,"6,247"
132330106.00,"5,934"
132330107.00,"6,213"
132470601.01,"3,455"
132470602.01,"5,214"
132470602.03,"5,731"
132470602.04,"4,467"
132470603.10,"2,452"
132470603.11,"5,904"
132470603.17,"4,296"
132470603.18,"2,786"
132470604.03,"3,685"
132470604.06,"5,397"
132470604.07,"3,546"
132470604.08,"3,526"
132470604.09,"3,622"
132470604.10,"4,528"
132470604.11,"1,955"
132551601.01,"3,767"
132551601.02,"2,124"
132551602.01,"3,499"
132551602.02,"6,816"
132551603.00,"3,279"
132551604.01,"2,393"
132551604.02,"3,637"
132551605.00,"7,173"
132551606.00,"3,880"
132551607.01,"5,709"
132551607.02,"2,099"
132551608.00,"4,179"
132551609.00,"2,520"
132551610.00,"5,785"
132551611.00,"4,126"
132551612.01,"4,261"
132551612.02,"5,272"
132859601.01,"3,330"
132859601.02,"3,277"
132910001.01,"4,210"
132910001.03,"3,582"
132910001.04,"3,104"
132910002.01,"3,099"
132910002.04,"4,482"
132950201.01,"4,309"
132950201.02,"2,611"
132950202.00,"3,577"
132950203.01,"5,399"
132950203.02,"5,182"
132950204.00,"3,173"
132950205.03,"4,150"
132950205.04,"3,050"
132950205.05,"2,800"
132950205.06,"4,281"
132950206.01,"6,921"
132950206.02,"4,551"
132950207.01,"2,618"
132950207.02,"4,448"
132950208.00,"3,031"
132950209.02,"2,107"
132950209.03,"2,404"
132950209.04,"2,726"
133130001.01,"4,219"
133130001.03,"4,394"
133130001.04,"4,275"
133130002.00,"4,093"
133130003.01,"5,171"
133130003.03,"4,166"
133130003.04,"4,178"
133130004.01,"6,321"
133130004.02,"1,731"
133130005.01,"3,436"
133130005.02,"6,999"
133130006.00,"4,195"
133130007.00,"4,644"
133130008.01,"2,759"
133130008.02,"4,787"
133130009.00,"3,840"
133130010.00,"4,025"
133130011.00,"4,436"
133130012.00,"7,617"
133130013.00,"4,521"
133130014.00,"5,941"
133130015.00,"6,313"
280039501.00,"5,059"
280039502.01,"3,235"
280039502.02,"3,447"
280039503.00,"3,150"
280039504.01,"2,805"
280039504.02,"1,880"
280039505.01,"3,734"
280039505.02,"2,406"
280039506.00,"3,500"
280039507.00,"3,968"
280099501.02,"2,564"
280099502.00,"2,103"
280139501.00,"3,345"
280139504.00,"2,635"
280179501.00,"3,691"
280179502.00,"3,602"
280179503.00,"4,554"
280179504.01,"2,209"
280179504.02,"2,882"
280199501.00,"2,408"
280199502.00,"3,955"
280199503.00,"1,586"
280259501.00,"4,972"
280259502.00,"2,099"
280259503.00,"3,050"
280259504.00,"3,776"
280259505.00,"3,842"
280579501.00,"4,915"
280579502.01,"2,658"
280579502.02,"3,687"
280579503.00,"3,806"
280579504.00,"5,163"
280579505.00,"3,774"
280819501.01,"5,367"
280819501.02,"3,552"
280819502.02,"6,276"
280819502.03,"2,258"
280819502.04,"5,331"
280819503.01,"4,900"
280819503.02,"3,560"
280819504.01,"4,023"
280819504.03,"2,597"
280819504.04,"5,725"
280819505.01,"2,122"
280819505.02,"3,444"
280819506.01,"3,787"
280819506.02,"3,734"
280819507.00,"3,624"
280819508.00,"3,215"
280819509.01,"3,100"
280819509.02,"3,999"
280819510.01,"3,563"
280819510.02,"3,453"
280819511.01,"2,418"
280819511.02,"3,286"
280819800.00,0
280870001.02,"2,697"
280870001.03,"5,369"
280870001.04,"1,495"
280870003.01,"3,872"
280870003.02,"3,543"
280870004.03,"4,037"
280870004.04,"3,787"
280870004.05,"5,712"
280870004.06,"1,852"
280870005.00,"3,897"
280870006.00,"3,501"
280870007.00,"4,117"
280870008.00,"2,631"
