Census Tract,2023 Total Population
130771702.00,"7,419"
130771703.03,"6,680"
130771703.04,"6,725"
130771703.07,"7,369"
130771703.08,"5,720"
130771703.09,"5,559"
130771703.10,"4,457"
130771704.03,"5,762"
130771704.04,"5,420"
130771704.05,"8,145"
130771704.06,"3,977"
130771704.07,"1,402"
130771704.08,"7,475"
130771705.01,"7,739"
130771705.02,"8,226"
130771705.03,"8,784"
130771706.03,"7,227"
130771706.04,"4,937"
130771706.05,"3,825"
130771706.06,"5,315"
130771706.07,"4,121"
130771707.01,"3,978"
130771707.02,"3,782"
130771708.01,"6,094"
130771708.02,"5,497"
130830401.02,"3,642"
130830401.03,"2,590"
130830401.04,"2,057"
130830402.00,"4,271"
130830403.00,"3,740"
130859701.01,"1,741"
130859701.02,"5,365"
130859701.03,"2,897"
130859702.03,"5,013"
130859702.04,"4,473"
130859702.05,"5,026"
130859702.06,"5,161"
130890201.00,"1,980"
130890202.00,"2,235"
130890203.00,"4,112"
130890204.00,"2,516"
130890205.00,"3,487"
130890206.00,"3,230"
130890207.00,"3,170"
130890208.01,"2,634"
130890208.02,"4,427"
130890209.01,"3,528"
130890209.02,"2,720"
130890211.01,"3,967"
130890211.03,"4,912"
130890211.04,"2,251"
130890212.04,"4,059"
130890212.08,"4,808"
130890212.10,"5,976"
130890212.11,"4,782"
130890212.13,"3,455"
130890212.17,"2,782"
130890212.19,"5,021"
130890212.20,"3,327"
130890212.21,"2,778"
130890212.22,"4,806"
130890212.23,"2,656"
130890212.24,"3,802"
130890212.25,"2,104"
130890212.26,"3,334"
130890212.27,"5,610"
130890212.28,"3,000"
130890212.29,"3,099"
130890212.30,"4,525"
130890213.01,"3,949"
130890213.05,"5,423"
130890213.06,"6,115"
130890213.07,"3,914"
130890213.08,"4,419"
130890213.09,"2,058"
130890213.10,"4,280"
130890214.05,"4,934"
130890214.09,"3,064"
130890214.10,"5,081"
130890214.11,"3,760"
130890214.12,"4,294"
130890214.15,"4,077"
130890214.16,"2,469"
130890214.17,"4,651"
130890214.18,"2,532"
130890214.19,"2,351"
130890214.20,"2,099"
130890214.21,"2,407"
130890215.02,"5,948"
130890215.03,"4,262"
130890215.05,"3,058"
130890215.06,"3,304"
130890216.02,"4,881"
130890216.04,"3,411"
130890216.06,"3,571"
130890216.07,"1,892"
130890216.08,"4,469"
130890216.09,"2,171"
130890217.03,"4,558"
130890217.07,"2,896"
130890217.08,"3,492"
130890217.09,"3,444"
130890217.10,"3,079"
130890217.11,"2,920"
130890217.12,"2,666"
130890218.08,"5,373"
130890218.12,"2,421"
130890218.13,"2,817"
130890218.15,"4,083"
130890218.16,"2,851"
130890218.17,"2,056"
130890218.18,"4,693"
130890218.19,"3,969"
130890218.20,"2,519"
130890218.21,"3,128"
130890218.22,"3,770"
130890218.23,"3,771"
130890218.24,"2,760"
130890219.06,"5,571"
130890219.08,"5,425"
130890219.10,"6,122"
130890219.11,"2,316"
130890219.12,"3,528"
130890219.13,"4,716"
130890219.14,"4,299"
130890219.15,"4,751"
130890219.16,"3,548"
130890219.17,"3,564"
130890220.01,"4,673"
130890220.05,"5,254"
130890220.07,"4,381"
130890220.10,"2,433"
130890220.11,"4,730"
130890220.12,"4,302"
130890220.13,"3,863"
130890220.14,"2,639"
130890220.15,"2,194"
130890220.16,"3,555"
130890221.00,"4,537"
130890222.03,"2,537"
130890222.05,"3,484"
130890222.06,"4,055"
130890223.02,"4,536"
130890223.03,"4,435"
130890223.04,"3,442"
130890224.01,"4,450"
130890224.03,"4,032"
130890224.04,"4,081"
130890224.05,"2,854"
130890225.01,"4,571"
130890225.02,"2,834"
130890226.01,"4,727"
130890226.02,"2,457"
130890227.00,"5,530"
130890228.00,"4,435"
130890229.00,"5,697"
130890230.00,"2,133"
130890231.01,"4,282"
130890231.02,"3,209"
130890231.07,"4,458"
130890231.08,"4,569"
130890231.11,"1,827"
130890231.12,"3,872"
130890231.13,"2,880"
130890231.14,"2,951"
130890231.15,"1,401"
130890232.09,"5,387"
130890232.11,"3,225"
130890232.12,"4,092"
130890232.13,"5,555"
130890232.14,"6,211"
130890232.15,"4,518"
130890232.16,"3,380"
130890232.17,"3,808"
130890232.18,"2,939"
130890232.19,"3,639"
130890232.20,"3,656"
130890232.21,"3,001"
130890232.22,"3,510"
130890233.11,"4,224"
130890233.13,"5,466"
130890233.15,"6,907"
130890233.17,"4,231"
130890233.18,"3,849"
130890233.19,"3,229"
130890233.20,"3,625"
130890233.21,"4,404"
130890233.22,"2,924"
130890233.23,"3,747"
130890233.24,"3,482"
130890233.25,"4,893"
130890233.26,"3,198"
130890233.27,"6,076"
130890233.28,"4,668"
130890233.29,"4,200"
130890233.30,"3,020"
130890233.31,"3,505"
130890233.32,"2,695"
130890234.10,"5,293"
130890234.11,"3,877"
130890234.13,"3,482"
130890234.22,"5,822"
130890234.24,"5,267"
130890234.25,"5,998"
130890234.26,"4,523"
130890234.27,"2,872"
130890234.29,"3,714"
130890234.30,"5,556"
130890234.31,"1,973"
130890234.32,"4,235"
130890234.33,"4,185"
130890234.34,"4,801"
130890234.35,"2,499"
130890234.36,"3,088"
130890234.37,"6,652"
130890234.38,"5,568"
130890234.39,"3,289"
130890234.40,"5,167"
130890234.41,"3,701"
130890234.42,"3,864"
130890234.43,"5,947"
130890234.44,"2,436"
130890234.45,"4,109"
130890234.46,"1,975"
130890234.47,"2,565"
130890234.48,"3,793"
130890235.01,"3,194"
130890235.04,"3,303"
130890235.05,"2,576"
130890235.06,"5,999"
130890235.07,"4,343"
130890236.01,"3,019"
130890236.02,"2,314"
130890236.03,"3,271"
130890237.01,"2,876"
130890237.02,"3,882"
130890238.01,"4,553"
130890238.02,"3,937"
130890238.03,"4,870"
130899800.00,0
130970801.04,"4,850"
130970801.05,"3,346"
130970801.06,"3,835"
130970801.07,"3,264"
130970802.01,"5,475"
130970802.03,"5,641"
130970802.04,"3,494"
130970803.03,"4,437"
130970803.04,"5,383"
130970803.05,"5,761"
130970803.06,"4,276"
130970803.07,"3,989"
130970804.03,"4,658"
130970804.05,"5,740"
130970804.06,"4,256"
130970804.07,"6,707"
130970804.08,"3,626"
130970805.05,"4,336"
130970805.06,"5,886"
130970805.07,"3,788"
130970805.08,"5,819"
130970805.09,"6,561"
130970805.12,"4,416"
130970805.13,"3,250"
130970805.14,"4,327"
130970805.15,"5,798"
130970806.02,"6,962"
130970806.05,"3,894"
130970806.06,"6,342"
130970806.07,"4,588"
130970806.08,"3,327"
131110501.00,"3,859"
131110502.00,"7,326"
131110503.00,"2,527"
131110504.00,"6,970"
131110505.00,"5,314"
131131401.02,"5,775"
131131401.03,"2,454"
131131401.04,"5,990"
131131402.03,"6,483"
131131402.04,"6,920"
131131402.06,"4,772"
131131402.07,"5,674"
131131402.09,"2,621"
131131402.10,"9,567"
131131403.03,"4,512"
131131403.04,"6,412"
131131403.05,"5,457"
131131403.07,"5,619"
131131403.08,"2,417"
131131403.09,"4,983"
131131404.03,"5,778"
131131404.04,"7,115"
131131404.05,"4,452"
131131404.06,"3,962"
131131404.08,"3,224"
131131404.09,"3,846"
131131404.10,"4,706"
131131405.01,"6,816"
131131405.02,"3,742"
131150001.00,"4,427"
131150002.02,"3,854"
131150002.03,"3,097"
131150002.04,"4,050"
131150003.00,"2,876"
131150004.01,"2,541"
131150004.02,"1,361"
131150004.03,"4,056"
131150005.00,"3,806"
131150006.00,"4,574"
131150007.00,"5,198"
131150008.00,"4,879"
131150009.00,"2,438"
131150011.00,"3,068"
131150012.00,"5,623"
131150013.01,"3,046"
131150013.02,"3,846"
131150014.00,"6,260"
131150016.00,"3,199"
131150017.03,"3,337"
131150017.04,"2,840"
131150017.05,"4,636"
131150017.06,"1,902"
131150018.00,"4,671"
131150020.00,"4,618"
131150021.00,"4,701"
131171301.01,"4,743"
131171301.02,"3,017"
131171301.03,"5,114"
131171301.05,"2,725"
131171302.01,"5,983"
131171302.02,"6,286"
131171302.03,"6,919"
131171302.04,"7,771"
131171302.05,"6,858"
131171303.01,"7,922"
131171303.02,"9,904"
131171303.03,"4,644"
131171303.04,"7,770"
131171303.05,"7,250"
131171303.06,"5,533"
131171303.07,"8,720"
131171304.06,"8,110"
131171304.09,"3,445"
131171304.10,"9,538"
131171304.11,"3,409"
131171304.12,"3,828"
131171304.13,"3,316"
131171304.14,"5,272"
131171304.15,"4,618"
131171305.03,"2,995"
131171305.04,"4,049"
131171305.05,"2,913"
131171305.06,"3,865"
131171305.07,"3,893"
131171305.08,"6,003"
131171305.09,"4,220"
131171305.11,"5,573"
131171305.12,"5,503"
131171306.01,"7,296"
131171306.02,"6,653"
131171306.03,"10,399"
131171306.04,"5,173"
131171306.05,"4,851"
131171306.06,"5,589"
131171306.07,"9,582"
131171306.08,"6,732"
131171306.09,"7,325"
131171306.10,"6,962"
131171306.11,"5,038"
131171306.13,"6,813"
131171306.14,"3,973"
131171306.15,"3,511"
131210001.00,"5,747"
131210002.01,"2,864"
131210002.02,"3,357"
131210004.00,"1,771"
131210005.01,"4,459"
131210005.02,"2,002"
131210006.01,"5,288"
131210006.02,"3,327"
131210007.00,"3,983"
131210010.01,"4,841"
131210010.02,"7,130"
131210011.01,"3,812"
131210011.02,"3,952"
131210012.03,"2,181"
131210012.04,"2,089"
131210012.05,"2,593"
131210012.06,"4,499"
131210013.01,"2,307"
131210013.02,"2,285"
131210014.00,"2,605"
131210015.01,"2,422"
131210015.02,"2,340"
131210016.00,"2,473"
131210017.01,"2,857"
131210017.02,"3,497"
131210018.01,"2,029"
131210018.02,"2,482"
131210019.01,"2,274"
131210019.02,"2,400"
131210021.00,"2,951"
131210023.00,"1,222"
131210024.00,"2,628"
131210025.00,"2,523"
131210026.00,"1,094"
131210028.01,"4,424"
131210028.02,"3,471"
131210029.00,"2,715"
131210030.00,"4,015"
131210031.00,"2,328"
131210032.00,"3,047"
131210035.00,"4,647"
131210036.00,927
131210037.00,350
131210038.00,"3,468"
131210039.00,"1,623"
131210040.00,"2,545"
131210041.00,"1,970"
131210042.00,"2,313"
131210043.00,"2,536"
131210044.00,"2,704"
131210048.00,"1,301"
131210049.00,"2,880"
131210050.00,"4,136"
131210052.00,"6,119"
131210053.00,"4,528"
131210055.01,"3,557"
131210055.03,"1,908"
131210055.04,"1,435"
131210057.00,"1,448"
131210058.00,"1,502"
131210060.00,"3,088"
131210061.00,"3,281"
131210062.00,"1,314"
131210063.00,"1,633"
131210064.00,"1,662"
131210065.00,"3,713"
131210066.01,"2,022"
131210066.02,"1,067"
131210067.01,"2,222"
131210067.02,"2,024"
131210068.01,"1,273"
131210068.02,"1,338"
131210069.00,"3,901"
131210070.01,"4,041"
131210070.02,"2,938"
131210071.00,"2,262"
131210072.00,"1,997"
131210073.01,"4,460"
131210073.02,"3,023"
131210074.00,"3,062"
131210075.00,"3,394"
131210076.02,"2,206"
131210076.03,"3,897"
131210076.04,"3,108"
131210077.03,"3,764"
131210077.05,"4,460"
131210077.07,"2,280"
131210077.08,"3,230"
131210077.09,"4,289"
131210077.10,"2,595"
131210077.11,"2,273"
131210078.05,"3,866"
131210078.06,"5,533"
131210078.07,"2,864"
131210078.08,"3,780"
131210078.09,"4,421"
131210078.10,"4,453"
131210079.00,"5,658"
131210080.00,"4,797"
131210081.03,"4,323"
131210081.04,"3,395"
131210082.02,"2,071"
131210082.03,"2,608"
131210082.04,"3,280"
131210083.01,"2,479"
131210083.02,"1,867"
131210084.00,"3,060"
131210085.00,"2,905"
131210086.01,"5,252"
131210086.02,"1,583"
131210087.01,"3,418"
131210087.02,"2,673"
131210088.01,"2,656"
131210088.02,"4,009"
131210089.03,"4,144"
131210089.05,"5,745"
131210089.06,"2,258"
131210089.07,"3,098"
131210089.08,"2,291"
131210089.09,"1,616"
131210090.01,"2,615"
131210090.02,"2,952"
131210091.03,"3,237"
131210091.04,"2,858"
131210091.05,"1,965"
131210091.06,"2,299"
131210092.01,"1,807"
131210092.02,"2,708"
131210092.03,"3,143"
131210093.01,"2,808"
131210093.02,"2,547"
131210094.05,"4,353"
131210094.06,"2,565"
131210094.07,948
131210094.08,"1,858"
131210094.09,"1,694"
131210094.10,"1,676"
131210094.11,"2,707"
131210095.01,"4,690"
131210095.03,"2,007"
131210095.04,"4,732"
131210096.01,"2,937"
131210096.04,"3,814"
131210096.05,"2,622"
131210096.06,"1,541"
131210096.07,"5,207"
131210097.00,"4,518"
131210098.02,"4,137"
131210098.03,"3,018"
131210098.04,"2,521"
131210099.00,"5,314"
131210100.03,"4,429"
131210100.04,"1,681"
131210100.05,"3,705"
131210100.06,"5,110"
131210100.07,"1,860"
131210101.06,"4,185"
131210101.07,"1,834"
131210101.08,"3,849"
131210101.15,"2,737"
131210101.17,"3,778"
131210101.20,"2,489"
131210101.21,"3,443"
131210101.24,"1,783"
131210101.25,"3,172"
131210101.26,"2,793"
131210101.27,"2,860"
131210101.28,"1,482"
131210101.29,"4,743"
131210101.30,"4,595"
131210101.31,"2,327"
131210101.32,"3,325"
131210101.33,"6,435"
131210101.34,"2,504"
131210101.35,"2,680"
131210101.36,"3,397"
131210101.37,"3,549"
131210102.04,"5,019"
131210102.11,"3,636"
131210102.12,"5,586"
131210102.13,"1,087"
131210102.14,"1,893"
131210102.15,"1,865"
131210102.16,"3,548"
131210102.17,"2,256"
131210102.18,"1,888"
131210102.19,"2,405"
131210102.20,"4,794"
131210102.21,"2,220"
131210102.22,"2,628"
131210102.23,"3,319"
131210103.05,"4,471"
131210103.06,"5,752"
131210103.07,"5,569"
131210103.08,"5,971"
131210103.09,"3,748"
131210103.10,"5,656"
131210103.11,"5,121"
131210103.12,"3,272"
131210103.13,"3,968"
131210103.14,"2,274"
131210103.15,"5,627"
131210104.01,"4,671"
131210104.02,"4,082"
131210105.08,"3,805"
131210105.17,"5,919"
131210105.18,"4,515"
131210105.19,"4,677"
131210105.20,"6,022"
131210105.21,"2,263"
131210105.22,"5,414"
131210105.23,"2,040"
131210105.24,"2,831"
131210105.25,"2,842"
131210105.26,"7,007"
131210105.27,"6,260"
131210105.28,"4,356"
131210105.29,"6,536"
131210105.30,"3,036"
131210105.31,"3,316"
131210105.32,"3,789"
131210105.33,"2,314"
131210105.34,"4,295"
131210105.35,"3,077"
131210105.36,"4,865"
131210105.37,"3,888"
131210105.38,"3,629"
131210105.39,"4,165"
131210105.40,"4,474"
131210106.01,"3,036"
131210106.03,"3,416"
131210106.04,"3,618"
131210108.01,"2,645"
131210108.02,"3,920"
131210110.00,"2,981"
131210111.00,"2,408"
131210112.02,"5,017"
131210112.03,"2,668"
131210112.04,"1,813"
131210113.01,"4,440"
131210113.06,"3,369"
131210113.07,"4,823"
131210113.08,"1,362"
131210113.09,"3,383"
131210113.10,"5,018"
131210114.16,"6,369"
131210114.17,"5,015"
131210114.19,"5,789"
131210114.21,"4,267"
131210114.22,"3,782"
131210114.23,"5,522"
131210114.24,"5,302"
131210114.26,"2,393"
131210114.28,"2,787"
131210114.29,"5,528"
131210114.30,"4,283"
131210114.31,"1,844"
131210114.32,"4,781"
131210114.33,"3,008"
131210114.34,"3,209"
131210114.35,"4,210"
131210114.36,"3,188"
131210114.37,"3,007"
131210114.38,"4,473"
131210114.39,"4,117"
131210114.40,"2,344"
131210114.41,"3,973"
131210114.42,"2,368"
131210114.43,"3,266"
131210114.44,"3,707"
131210114.45,"3,223"
131210114.46,"3,402"
131210115.05,"4,173"
131210115.07,"5,028"
131210115.08,"4,394"
131210115.09,"2,728"
131210115.10,"6,053"
131210115.11,"3,015"
131210115.12,"2,912"
131210115.13,"3,396"
131210115.14,"3,685"
131210115.15,"2,500"
131210116.12,"3,607"
131210116.18,"4,350"
131210116.24,"3,924"
131210116.27,"4,316"
131210116.28,"2,832"
131210116.29,"4,687"
131210116.30,"4,169"
131210116.31,"4,128"
131210116.32,"3,670"
131210116.33,"3,924"
131210116.34,"2,674"
131210116.35,"4,357"
131210116.36,"2,106"
131210116.37,"2,578"
131210116.38,"4,885"
131210116.39,"2,433"
131210116.40,"5,305"
131210116.41,"4,244"
131210116.42,"3,601"
131210116.43,"4,680"
131210116.44,"3,767"
131210116.45,"4,238"
131210116.46,"3,439"
131210116.47,"5,504"
131210116.48,"3,024"
131210116.49,"5,972"
131210116.50,"4,155"
131210116.51,"2,211"
131210116.52,"3,699"
131210116.53,"3,518"
131210116.54,"2,684"
131210116.55,"2,986"
131210116.56,"4,267"
131210116.57,"3,046"
131210116.58,"3,988"
131210116.59,"2,991"
131210116.60,"4,371"
131210116.61,"2,180"
131210118.01,"1,577"
131210118.02,"1,426"
131210119.01,"2,144"
131210119.02,"1,382"
131210120.00,"3,842"
131210123.00,"2,863"
131219800.00,0
131230801.00,"4,429"
131230802.00,"5,799"
131230803.01,"2,700"
131230803.02,"4,373"
131230804.01,"3,298"
131230804.02,"4,397"
131230804.03,"3,010"
131230805.00,"4,507"
131299701.01,"3,202"
131299701.02,"3,278"
131299702.01,"2,784"
131299702.02,"3,823"
131299703.01,"4,579"
131299703.02,"5,128"
131299704.00,"5,202"
131299705.00,"4,979"
131299706.01,"3,335"
131299706.02,"3,797"
131299707.00,"4,794"
131299708.01,"4,021"
131299708.02,"2,317"
131299709.01,"4,656"
131299709.02,"2,975"
131350501.05,"5,886"
131350501.10,"5,765"
131350501.11,"2,672"
131350501.12,"5,890"
131350501.13,"6,396"
131350501.14,"3,509"
131350501.16,"7,021"
131350501.17,"4,006"
131350501.18,"3,810"
131350501.19,"5,603"
131350501.20,"2,416"
131350501.21,"6,307"
131350502.05,"4,494"
131350502.15,"3,579"
131350502.18,"5,095"
131350502.19,"3,569"
131350502.21,"4,342"
131350502.22,"5,206"
131350502.23,"6,751"
131350502.24,"4,862"
131350502.26,"3,988"
131350502.27,"2,159"
131350502.28,"4,636"
131350502.29,"3,816"
131350502.30,"3,591"
131350502.31,"5,139"
131350502.32,"3,071"
131350502.33,"3,350"
131350502.34,"3,937"
131350502.35,"6,045"
131350502.36,"3,546"
131350502.37,"3,855"
131350502.38,"4,714"
131350502.39,"5,213"
131350502.40,"3,978"
131350502.41,"5,159"
131350502.42,"4,931"
131350502.43,"6,618"
131350502.44,"2,894"
131350503.06,"4,401"
131350503.08,"4,216"
131350503.11,"5,143"
131350503.15,"5,422"
131350503.17,"3,881"
131350503.18,"3,275"
131350503.21,"4,570"
131350503.22,"4,536"
131350503.23,"4,225"
131350503.24,"4,430"
131350503.25,"4,055"
131350503.26,"4,789"
131350503.27,"3,935"
131350503.28,"3,013"
131350503.29,"2,403"
131350503.30,"3,175"
131350503.31,"2,522"
131350503.32,"3,046"
131350503.33,"4,565"
131350503.34,"5,985"
131350503.35,"3,136"
131350503.36,"3,348"
131350504.15,"4,398"
131350504.16,"3,817"
131350504.25,"6,405"
131350504.27,"6,502"
131350504.30,"5,646"
131350504.33,"2,557"
131350504.35,"4,489"
131350504.37,"2,617"
131350504.38,"5,189"
131350504.39,"3,169"
131350504.40,"5,144"
131350504.41,"5,186"
131350504.42,"3,060"
131350504.43,"3,387"
131350504.44,"3,848"
131350504.45,"3,865"
131350504.46,"3,799"
131350504.47,"3,228"
131350504.48,"4,830"
131350504.49,"4,466"
131350504.50,"3,372"
131350504.51,"3,093"
131350504.52,"2,967"
131350504.53,"3,637"
131350504.54,"3,898"
131350504.55,"2,776"
131350504.56,"4,273"
131350504.57,"4,302"
131350504.58,"3,270"
131350504.59,"4,636"
131350504.60,"3,464"
131350504.61,"2,891"
131350504.62,"4,082"
131350504.63,"4,712"
131350504.64,"5,571"
131350504.65,"3,902"
131350504.66,"3,145"
131350505.20,"5,237"
131350505.26,"5,800"
131350505.29,"5,109"
131350505.30,"5,909"
131350505.36,"6,736"
131350505.37,"6,250"
131350505.39,"6,166"
131350505.41,"4,816"
131350505.42,"5,587"
131350505.49,"5,387"
131350505.50,"4,698"
131350505.51,"4,566"
131350505.52,"3,896"
131350505.53,"3,654"
131350505.54,"4,577"
131350505.55,"4,446"
131350505.56,"5,816"
131350505.57,"2,930"
131350505.58,"2,410"
131350505.59,"5,054"
131350505.60,"4,130"
131350505.61,"5,257"
131350505.62,"4,645"
131350505.65,"4,573"
131350505.66,"3,913"
131350505.67,"5,068"
131350505.68,"4,391"
131350505.74,"4,663"
131350505.75,"2,510"
131350505.76,"2,780"
131350505.77,"4,626"
131350505.89,"5,320"
131350505.90,"4,330"
131350505.91,"3,512"
131350507.15,"5,864"
131350507.19,"6,190"
131350507.22,"3,305"
131350507.25,"6,183"
131350507.29,"3,625"
131350507.32,"6,029"
131350507.33,"3,282"
131350507.34,"4,601"
131350507.38,"7,001"
131350507.39,"4,982"
131350507.49,"3,497"
131350507.50,"5,128"
131350507.56,"4,496"
131350507.57,"3,501"
131350507.60,"4,202"
131350507.61,"4,002"
131350507.62,"6,250"
131350507.63,"4,620"
131350507.64,"3,471"
131350507.65,"3,136"
131390015.02,"4,712"
131430101.00,"3,766"
131430102.01,"3,046"
131430102.02,"2,999"
131430103.01,"3,724"
131430103.03,"2,059"
131430103.04,"6,342"
131430104.01,"2,866"
131430104.02,"6,020"
131499701.00,"4,453"
131499702.00,"3,905"
131499703.00,"2,988"
131510701.09,"3,345"
131510701.13,"4,292"
131510701.14,"5,170"
131510701.15,"3,771"
131510701.16,"3,153"
131510701.17,"4,241"
131510701.18,"3,261"
131510701.19,"5,893"
131510701.20,"2,653"
131510701.21,"3,836"
131510701.22,"3,265"
131510701.23,"2,393"
131510701.24,"5,196"
131510701.25,"2,684"
131510701.26,"3,656"
131510701.27,"3,575"
131510701.28,"2,223"
131510702.04,"5,974"
131510702.06,"4,388"
131510702.07,"3,158"
131510702.08,"5,205"
131510702.09,"4,136"
131510702.10,"2,505"
131510702.11,"5,016"
131510702.12,"3,096"
131510702.13,"2,888"
131510702.14,"4,859"
131510702.15,"1,910"
131510702.16,"5,832"
131510703.07,"5,303"
131510703.10,"7,777"
131510703.12,"5,479"
131510703.13,"9,744"
131510703.14,"4,415"
131510703.15,"5,047"
131510703.16,"3,087"
131510703.17,"5,604"
131510703.18,"3,213"
131510703.19,"5,952"
131510703.20,"2,886"
131510703.21,"2,357"
131510703.22,"6,695"
131510703.23,"2,534"
131510703.24,"4,711"
131510703.25,"2,102"
131510704.05,"3,476"
131510704.06,"5,482"
131510704.07,"4,801"
131510704.08,"3,124"
131510704.09,"5,283"
131510704.10,"4,371"
131510704.11,"5,920"
131510704.12,"6,196"
131510705.03,"6,551"
131510705.04,"2,021"
131510705.05,"6,016"
131510705.06,"3,394"
131510705.07,"2,845"
131510705.08,"5,544"
131879601.06,"3,672"
131879602.03,"4,424"
131879602.05,"5,334"
131879602.06,"6,257"
131999707.01,"2,860"
131999707.02,"4,640"
132130101.00,"3,401"
132130102.01,"1,708"
132130102.03,"3,601"
132130102.04,"5,594"
132130103.00,"4,035"
132130104.01,"3,466"
132130104.02,"3,606"
132130105.00,"4,978"
132130106.00,"4,310"
132130107.00,"5,491"
132171009.03,"7,320"
132171009.05,"5,705"
132231201.04,"3,076"
132231201.05,"7,819"
132231201.06,"2,657"
132231201.07,"8,097"
132231201.08,"10,860"
132231201.09,"7,345"
132231201.10,"8,483"
132231201.11,"7,652"
132231202.03,"6,007"
132231202.05,"4,611"
132231202.06,"4,212"
132231202.07,"3,321"
132231202.08,"4,663"
132231203.01,"6,837"
132231203.03,"1,911"
132231203.04,"2,226"
132231203.05,"3,671"
132231203.06,"4,189"
132231203.07,"4,909"
132231204.01,"6,018"
132231204.02,"6,844"
132231204.03,"6,850"
132231205.03,"4,793"
132231205.04,"3,420"
132231205.05,"6,466"
132231205.06,"3,700"
132231205.07,"5,402"
132231206.01,"4,770"
132231206.03,"6,207"
132231206.04,"5,628"
132231206.05,"6,233"
132231206.06,"4,231"
132231206.07,"6,601"
132270501.01,"2,501"
132270501.02,"3,480"
132270502.01,"4,060"
132270502.02,"3,537"
132270503.00,"4,939"
132270504.00,"4,125"
132270505.00,"5,384"
132270506.01,"4,271"
132270506.02,"2,321"
132330101.00,"5,884"
132330102.01,"5,192"
132330102.02,"3,549"
132330103.00,"4,905"
132330104.00,"5,949"
132330105.00,"6,138"
132330106.00,"5,864"
132330107.00,"6,109"
132470601.01,"3,563"
132470602.01,"5,208"
132470602.03,"5,533"
132470602.04,"4,622"
132470603.10,"2,504"
132470603.11,"3,947"
132470603.17,"4,380"
132470603.18,"2,857"
132470604.03,"3,765"
132470604.06,"5,506"
132470604.07,"3,600"
132470604.08,"3,523"
132470604.09,"3,547"
132470604.10,"4,668"
132470604.11,"2,018"
132551601.01,"3,806"
132551601.02,"2,140"
132551602.01,"3,418"
132551602.02,"5,362"
132551603.00,"3,256"
132551604.01,"2,437"
132551604.02,"3,676"
132551605.00,"7,151"
132551606.00,"3,947"
132551607.01,"5,420"
132551607.02,"2,132"
132551608.00,"4,123"
132551609.00,"2,572"
132551610.00,"5,829"
132551611.00,"4,147"
132551612.01,"4,141"
132551612.02,"5,225"
132859601.01,"3,335"
132859601.02,"3,176"
132910001.01,"3,728"
132910001.03,"3,314"
132910001.04,"3,164"
132910002.01,"3,107"
132910002.04,"4,029"
132950201.01,"4,346"
132950201.02,"2,672"
132950202.00,"3,620"
132950203.01,"5,288"
132950203.02,"5,237"
132950204.00,"3,152"
132950205.03,"4,225"
132950205.04,"3,114"
132950205.05,"2,861"
132950205.06,"4,184"
132950206.01,"7,071"
132950206.02,"4,473"
132950207.01,"2,632"
132950207.02,"4,456"
132950208.00,"3,086"
132950209.02,"2,086"
132950209.03,"2,459"
132950209.04,"2,780"
133130001.01,"4,206"
133130001.03,"4,331"
133130001.04,"4,345"
133130002.00,"4,200"
133130003.01,"4,804"
133130003.03,"4,244"
133130003.04,"4,253"
133130004.01,"6,508"
133130004.02,"1,764"
133130005.01,"3,515"
133130005.02,"7,153"
133130006.00,"4,084"
133130007.00,"4,653"
133130008.01,"2,676"
133130008.02,"4,733"
133130009.00,"3,813"
133130010.00,"3,964"
133130011.00,"4,558"
133130012.00,"7,603"
133130013.00,"4,539"
133130014.00,"6,064"
133130015.00,"6,430"
280039501.00,"5,262"
280039502.01,"3,259"
280039502.02,"3,563"
280039503.00,"3,217"
280039504.01,"2,838"
280039504.02,"1,893"
280039505.01,"3,853"
280039505.02,"2,464"
280039506.00,"3,652"
280039507.00,"4,023"
280099501.02,"2,671"
280099502.00,"2,159"
280139501.00,"3,459"
280139504.00,"2,716"
280179501.00,"3,657"
280179502.00,"3,551"
280179503.00,"4,687"
280179504.01,"2,221"
280179504.02,"2,922"
280199501.00,"2,434"
280199502.00,"4,020"
280199503.00,"1,657"
280259501.00,"5,107"
280259502.00,"2,187"
280259503.00,"3,141"
280259504.00,"3,964"
280259505.00,"3,819"
280579501.00,"4,815"
280579502.01,"2,714"
280579502.02,"3,592"
280579503.00,"3,867"
280579504.00,"5,187"
280579505.00,"3,802"
280819501.01,"5,369"
280819501.02,"3,562"
280819502.02,"6,094"
280819502.03,"2,204"
280819502.04,"5,488"
280819503.01,"4,806"
280819503.02,"3,581"
280819504.01,"4,015"
280819504.03,"2,611"
280819504.04,"5,509"
280819505.01,"2,018"
280819505.02,"3,513"
280819506.01,"3,896"
280819506.02,"3,770"
280819507.00,"3,669"
280819508.00,"3,280"
280819509.01,"3,149"
280819509.02,"4,014"
280819510.01,"3,572"
280819510.02,"3,577"
280819511.01,"2,479"
280819511.02,"3,393"
280819800.00,0
280870001.02,"2,681"
280870001.03,"5,307"
280870001.04,"1,488"
280870003.01,"3,922"
280870003.02,"3,644"
280870004.03,"4,149"
280870004.04,"3,898"
280870004.05,"5,835"
280870004.06,"1,904"
280870005.00,"3,935"
280870006.00,"3,569"
280870007.00,"4,235"
280870008.00,"2,694"
280870009.01,"2,452"
280870009.02,"3,010"
280870010.00,"2,222"
280870011.00,"1,677"
280879800.00,"1,590"
