Census Tract,2023 Total Population
010719501.02,"3,315"
010719502.00,"3,268"
010719503.01,"2,590"
010719503.02,"3,041"
010719504.00,"2,019"
010719505.00,"3,363"
010719506.01,"3,063"
010719506.02,"2,423"
010719507.00,"4,503"
010719508.00,"4,086"
010719509.01,"1,677"
010719509.02,"4,559"
010719510.00,"4,441"
010719511.01,"4,340"
010719511.02,"2,922"
010730001.00,"2,725"
010730003.00,"1,728"
010730004.00,"2,883"
010730005.00,"3,135"
010730007.00,"2,390"
010730008.00,"3,204"
010730011.00,"4,408"
010730012.00,"2,471"
010730014.00,"1,783"
010730015.00,"2,439"
010730016.00,"2,606"
010730019.02,"1,491"
010730020.00,"3,443"
010730021.00,"2,865"
010730022.00,"2,305"
010730023.03,"3,077"
010730023.05,"2,979"
010730023.06,"3,341"
010730024.01,"3,147"
010730024.02,"1,318"
010730027.01,"1,456"
010730027.02,"1,982"
010730029.00,"1,705"
010730030.01,"3,177"
010730030.02,"2,554"
010730031.00,"3,025"
010730032.00,"1,092"
010730033.00,847
010730034.00,"1,884"
010730035.00,"2,212"
010730036.00,"4,324"
010730037.00,"4,337"
010730038.02,"4,442"
010730038.03,"3,492"
010730039.00,946
010730040.00,"2,919"
010730042.00,"1,748"
010730045.01,"3,244"
010730045.02,"4,170"
010730047.01,"3,502"
010730047.02,"3,373"
010730048.00,"2,073"
010730049.01,"1,569"
010730049.02,"3,622"
010730050.00,"3,378"
010730051.01,"1,051"
010730051.03,"2,519"
010730051.04,"2,426"
010730052.00,"3,327"
010730053.02,"3,418"
010730055.00,"1,923"
010730056.00,"4,957"
010730057.01,"1,935"
010730057.02,"2,999"
010730058.00,"2,697"
010730059.03,"5,029"
010730059.05,"5,472"
010730059.07,"1,991"
010730059.08,"3,529"
010730059.09,"2,448"
010730059.10,"4,948"
010730100.01,"5,593"
010730100.02,"4,964"
010730101.00,"1,377"
010730102.00,"2,149"
010730103.01,"2,355"
010730103.02,"3,757"
010730104.01,"3,528"
010730104.02,"2,017"
010730105.00,"1,584"
010730106.03,"2,210"
010730106.04,"4,568"
010730106.05,959
010730107.01,"1,756"
010730107.02,"4,865"
010730107.03,"2,447"
010730107.04,"5,210"
010730107.05,"4,346"
010730107.06,"5,202"
010730108.01,"7,052"
010730108.02,"3,665"
010730108.03,"6,154"
010730108.04,"3,309"
010730108.06,"6,724"
010730108.07,"1,411"
010730109.00,"4,643"
010730110.02,"1,919"
010730110.03,"2,193"
010730110.04,"3,606"
010730111.08,"5,427"
010730111.09,"4,272"
010730111.10,"5,860"
010730111.12,"3,934"
010730111.13,"3,969"
010730111.14,"8,629"
010730111.15,"5,657"
010730111.16,"2,992"
010730111.17,"5,911"
010730112.05,"2,124"
010730112.06,"5,260"
010730112.07,"5,006"
010730112.08,"4,603"
010730112.09,"3,160"
010730112.10,"3,622"
010730113.01,"3,516"
010730113.03,"4,010"
010730113.04,"3,897"
010730114.01,"2,454"
010730114.02,"4,170"
010730115.00,"5,933"
010730116.00,"3,866"
010730117.04,"4,327"
010730117.06,"2,314"
010730117.07,"4,033"
010730117.08,"6,353"
010730117.09,"4,849"
010730117.10,"3,659"
010730118.03,"4,826"
010730118.04,"2,900"
010730118.05,"3,506"
010730118.06,"3,554"
010730119.01,"2,816"
010730119.04,"1,995"
010730120.01,"4,340"
010730120.03,"2,325"
010730120.04,"5,611"
010730121.03,"4,208"
010730121.04,"2,741"
010730122.00,"3,957"
010730123.02,"3,950"
010730123.04,"2,518"
010730123.06,"3,442"
010730123.07,"3,911"
010730124.01,"3,551"
010730124.02,"3,012"
010730124.03,"3,442"
010730125.00,"4,018"
010730126.02,"3,096"
010730127.01,"4,175"
010730127.03,"7,878"
010730127.04,"2,614"
010730128.02,"3,076"
010730128.04,"4,052"
010730128.05,"2,265"
010730129.05,"4,826"
010730129.07,"4,881"
010730129.08,"4,431"
010730129.10,"4,592"
010730129.11,"7,003"
010730129.13,"4,323"
010730129.14,"2,335"
010730129.16,"3,872"
010730129.17,"2,994"
010730129.18,"2,469"
010730129.19,"2,769"
010730129.20,"3,016"
010730129.21,"3,575"
010730130.02,"1,829"
010730131.00,"3,848"
010730132.00,"2,213"
010730133.00,"3,062"
010730134.00,"4,314"
010730136.01,"2,905"
010730138.01,"1,875"
010730139.01,"1,525"
010730139.02,"2,217"
010730140.01,"3,821"
010730140.02,"3,410"
010730141.04,"3,798"
010730141.05,"5,059"
010730141.06,"2,918"
010730141.07,"2,088"
010730142.05,"3,197"
010730142.06,"5,162"
010730142.07,"6,512"
010730142.08,"6,249"
010730142.09,"4,834"
010730143.01,"3,161"
010730143.03,"6,647"
010730143.04,"4,527"
010730144.04,"5,821"
010730144.05,"4,150"
010730144.06,"6,272"
010730144.08,"4,144"
010730144.09,"3,309"
010730144.10,"5,530"
010730144.12,"4,232"
010730144.14,"6,845"
010730144.15,"3,850"
010750300.00,"4,310"
010750301.01,"3,355"
010750301.02,"2,120"
010750302.00,"3,958"
010770101.00,"2,265"
010770102.00,"1,826"
010770103.00,"1,219"
010770104.00,"3,424"
010770106.00,"2,725"
010770107.00,"1,578"
010770108.00,"3,649"
010770109.01,"3,671"
010770109.02,"3,789"
010770110.00,"4,548"
010770111.01,"5,831"
010770111.02,"4,566"
010770112.00,"4,096"
010770113.00,"2,162"
010770114.01,"3,312"
010770114.02,"2,907"
010770115.02,"5,481"
010770115.03,"3,027"
010770115.04,"4,313"
010770116.02,"4,792"
010770116.03,"4,730"
010770116.05,"2,755"
010770116.06,"4,435"
010770117.00,"4,613"
010770118.01,"4,584"
010770118.02,"3,879"
010799791.00,"1,552"
010799792.01,"1,883"
010799792.02,"2,246"
010799793.00,"4,499"
010799794.00,"4,349"
010799795.01,"2,607"
010799795.02,"3,197"
010799796.00,"5,396"
010799797.00,"1,959"
010799798.00,"3,373"
010799799.00,"1,811"
010830201.01,"4,684"
010830201.03,"3,388"
010830201.04,"4,343"
010830202.01,"5,466"
010830202.02,"5,718"
010830203.00,"3,991"
010830204.02,"6,297"
010830204.03,"3,484"
010830204.04,"3,369"
010830205.00,"3,054"
010830206.00,"4,694"
010830207.00,"2,747"
010830208.03,"6,609"
010830208.04,"6,098"
010830208.05,"5,470"
010830208.06,"4,338"
010830209.00,"4,543"
010830210.00,"2,494"
010830211.01,"3,684"
010830211.02,"4,226"
010830212.01,"9,607"
010830212.02,"6,947"
010830212.03,"6,300"
010890002.03,"5,571"
010890003.01,"3,978"
010890003.02,"3,583"
010890004.03,"4,779"
010890005.01,"1,905"
010890005.02,"2,288"
010890005.03,"1,768"
010890006.01,"1,475"
010890006.02,"2,219"
010890007.01,"3,032"
010890007.02,"2,798"
010890009.01,"4,930"
010890009.02,"2,020"
010890010.00,"2,992"
010890012.00,"2,888"
010890013.01,"3,577"
010890013.02,"1,971"
010890014.01,"2,623"
010890014.03,"3,277"
010890014.04,"3,024"
010890015.00,"5,774"
010890017.00,"1,923"
010890018.01,"3,835"
010890019.01,"3,496"
010890019.02,"2,589"
010890019.03,"2,647"
010890020.00,"2,240"
010890021.00,"3,205"
010890022.00,"2,176"
010890023.00,"5,526"
010890024.00,"5,309"
010890025.01,"3,198"
010890025.02,"3,289"
010890026.00,"4,102"
010890027.01,"2,745"
010890027.21,"4,030"
010890027.22,"3,124"
010890028.01,"5,244"
010890028.03,"5,366"
010890028.04,"2,902"
010890029.11,"4,498"
010890029.12,"2,454"
010890029.22,"4,225"
010890029.23,"3,608"
010890029.24,"3,447"
010890030.00,"2,820"
010890031.00,"3,955"
010890101.01,"5,225"
010890101.02,"5,850"
010890102.00,"6,228"
010890103.02,"4,485"
010890103.03,"3,833"
010890103.04,"6,092"
010890104.03,"3,229"
010890104.04,"3,018"
010890104.05,"3,850"
010890104.06,"3,274"
010890105.02,"4,334"
010890105.03,"6,517"
010890105.04,"7,806"
010890106.12,"9,677"
010890106.23,"7,644"
010890106.25,"5,196"
010890106.26,"4,556"
010890106.27,"4,738"
010890106.28,"3,469"
010890106.29,"5,291"
010890106.30,"3,416"
010890106.31,"5,081"
010890107.03,"5,131"
010890107.04,"6,432"
010890107.05,"3,398"
010890107.06,"4,942"
010890108.01,"5,937"
010890108.02,"5,507"
010890109.02,"3,165"
010890109.03,"6,816"
010890109.04,"4,695"
010890109.05,"8,612"
010890110.12,"6,595"
010890110.13,"4,951"
010890110.21,"5,432"
010890110.23,"6,251"
010890110.24,"5,549"
010890110.25,"6,839"
010890110.26,"4,235"
010890110.27,"3,109"
010890110.28,"4,467"
010890111.00,859
010890112.01,"6,358"
010890112.02,"5,117"
010890112.03,"6,587"
010890113.01,"4,084"
010890113.02,"5,256"
010890114.00,"4,468"
010939640.01,"3,136"
010939640.02,"1,381"
010939641.00,"2,542"
010939642.00,"1,331"
010939643.00,"4,643"
010939644.01,"3,654"
010939644.02,"1,876"
010939645.00,"1,902"
010939646.00,"2,990"
010939647.01,"2,457"
010939647.02,"3,074"
010950301.01,"1,572"
010950301.02,"1,470"
010950302.03,"4,147"
010950302.04,"1,874"
010950302.05,"1,240"
010950302.06,"3,786"
010950303.01,"2,270"
010950303.02,"4,494"
010950304.01,"4,851"
010950304.02,"3,503"
010950305.01,"2,773"
010950305.02,"4,877"
010950306.01,"2,909"
010950306.02,"4,099"
010950307.01,"3,745"
010950307.02,"4,072"
010950308.01,"5,051"
010950308.03,"2,373"
010950308.04,"5,770"
010950309.02,"4,961"
010950309.03,"6,160"
010950309.04,"5,825"
010950310.01,"3,496"
010950310.02,"2,586"
010950311.00,"5,305"
010950312.00,"5,816"
011030001.00,"4,328"
011030002.00,"3,791"
011030003.00,"2,950"
011030004.00,"3,951"
011030006.00,"3,277"
011030007.00,"4,061"
011030008.00,"3,290"
011030009.00,"5,861"
011030010.00,"3,425"
011030051.01,"5,247"
011030051.03,854
011030051.05,"2,204"
011030051.06,"6,729"
011030051.07,"4,492"
011030051.08,"3,913"
011030051.09,"5,012"
011030052.01,"2,140"
011030052.02,"4,610"
011030053.02,"4,264"
011030053.03,"4,003"
011030053.04,"6,212"
011030053.05,"4,712"
011030053.06,"3,862"
011030054.04,"6,319"
011030054.05,"5,168"
011030055.00,"5,831"
011030056.01,"3,283"
011030056.02,"2,422"
011030057.01,"2,812"
011030057.03,"2,827"
011030057.04,"3,110"
011070500.00,"4,342"
011070501.00,"3,098"
011070502.00,"1,808"
011070503.00,"4,846"
011070504.01,"1,918"
011070504.02,"2,689"
011110001.00,"3,798"
011110002.00,"3,465"
011110003.00,"4,011"
011110004.00,"4,305"
011110005.00,"4,401"
011110006.00,"1,976"
011150401.04,"5,523"
011150401.05,"4,444"
011150401.07,"6,383"
011150401.08,"5,447"
011150401.09,"2,748"
011150401.10,"5,133"
011150402.06,"2,705"
011150402.07,"3,304"
011150402.08,"2,797"
011150402.09,"3,454"
011150402.10,"3,706"
011150402.11,"3,160"
011150402.12,"2,823"
011150402.13,"3,317"
011150403.01,"2,823"
011150403.02,"2,763"
011150404.01,"5,118"
011150404.02,"4,037"
011150405.03,"4,827"
011150405.04,"5,509"
011150405.05,"2,158"
011150405.06,"5,799"
011150405.07,"3,721"
011150405.08,"1,943"
011170301.02,"4,072"
011170301.03,"1,165"
011170302.11,"3,243"
011170302.12,"3,650"
011170302.15,"5,163"
011170302.16,"8,448"
011170302.18,"5,083"
011170302.19,"5,261"
011170302.20,"5,952"
011170302.21,"5,501"
011170303.04,"6,413"
011170303.05,"3,963"
011170303.06,"3,876"
011170303.14,"3,312"
011170303.15,"5,651"
011170303.16,"5,234"
011170303.17,"4,152"
011170303.19,"2,596"
011170303.20,"5,664"
011170303.30,"5,616"
011170303.31,"4,510"
011170303.36,"9,880"
011170303.37,"2,079"
011170303.40,"5,722"
011170303.41,"2,515"
011170303.45,"3,762"
011170303.46,"3,962"
011170303.47,"4,765"
011170303.48,"5,342"
011170303.49,"1,238"
011170303.50,"3,333"
011170303.51,"4,066"
011170303.52,"6,157"
011170304.08,"3,190"
011170306.07,"6,229"
011170306.10,"4,362"
011170306.12,"2,574"
011170306.14,"4,345"
011170306.15,"6,950"
011170306.16,"2,828"
011170307.01,"5,492"
011170307.03,"3,898"
011170308.00,"4,321"
011170309.00,"2,572"
011179800.00,21
011179801.00,3
011210101.01,"5,509"
011210101.02,"5,126"
011210102.01,"4,459"
011210102.02,"4,383"
011210103.01,"3,083"
011210103.02,"4,675"
011210104.00,"2,777"
011210105.00,"2,636"
011210106.00,"3,029"
011210107.00,"3,038"
011210109.00,"3,193"
011210110.00,"2,959"
011210111.00,"4,459"
011210112.00,"2,577"
011210113.01,"2,894"
011210113.02,"3,024"
011210114.00,"2,654"
011210115.01,"2,740"
011210115.02,"2,964"
011210116.00,"4,849"
011210117.00,"4,010"
011250101.01,"4,006"
011250101.02,"4,053"
011250101.04,"3,824"
011250101.05,"3,833"
011250102.01,"5,280"
011250102.03,"3,216"
011250102.04,"5,239"
011250102.05,"6,982"
011250102.06,"5,185"
011250103.02,"4,486"
011250103.04,"4,844"
011250103.05,"4,103"
011250104.03,"4,373"
011250104.04,"2,933"
011250104.05,"5,182"
011250104.06,"4,699"
011250104.07,"3,579"
011250105.00,"2,218"
011250106.01,"5,988"
011250106.03,"6,358"
011250106.04,"7,083"
011250107.03,"3,714"
011250107.06,"4,492"
011250108.03,"2,869"
011250112.00,"9,256"
011250114.02,"3,601"
011250116.00,"3,005"
011250126.00,"2,441"
011250127.00,"4,306"
011250128.00,"2,172"
011270201.00,"3,648"
011270202.00,"4,311"
011270203.01,"4,069"
011270203.02,"3,214"
011270204.00,"2,149"
011270206.00,"2,497"
011270207.00,"3,213"
011270208.01,"2,426"
011270208.02,"3,149"
011270209.00,"4,809"
011270210.00,"3,322"
011270211.00,"3,093"
011270212.00,"3,004"
011270213.00,"3,404"
011270214.00,"3,629"
011270215.00,"2,893"
011270216.00,"1,682"
011270217.00,"4,520"
011270218.00,"3,317"
011270219.00,"2,164"
011339655.01,"2,240"
011339655.02,"2,671"
011339655.03,"2,690"
011339656.01,"2,081"
011339656.02,"2,986"
011339657.00,"4,644"
011339658.00,"3,895"
011339659.00,"2,048"
130159601.01,"1,701"
130159601.03,"3,685"
130159601.04,"3,156"
130159601.05,"3,649"
130159602.01,"3,543"
130159602.02,"3,749"
130159602.03,"4,961"
130159603.01,"3,569"
130159603.02,"4,363"
130159604.03,"4,360"
130159604.04,"5,496"
130159604.05,"4,975"
130159604.06,"3,086"
130159604.07,"2,230"
130159605.01,"5,980"
130159605.02,"3,540"
130159606.01,"6,185"
130159606.02,"4,161"
130159607.01,"4,643"
130159607.02,"3,314"
130159608.01,"4,138"
130159608.02,"3,152"
130159608.04,"3,883"
130159608.05,"2,023"
130159609.01,"3,350"
130159609.02,"7,340"
130159610.01,"5,398"
130159610.02,"3,435"
130351502.01,"5,432"
130351503.00,"8,750"
130459101.01,"7,222"
130459101.03,"5,580"
130459101.05,"5,371"
130459101.06,"5,069"
130459102.01,"3,637"
130459102.02,"6,429"
130459102.03,"4,208"
130459103.01,"3,342"
130459103.02,"3,596"
130459104.00,"3,790"
130459105.02,"3,237"
130459105.03,"4,672"
130459105.04,"4,701"
130459106.00,"6,495"
130459107.04,"4,246"
130459107.05,"5,416"
130459107.06,"4,368"
130459107.07,"4,494"
130459107.08,"3,861"
130459107.09,"4,753"
130459108.00,"4,231"
130459109.00,"3,929"
130459110.01,"3,489"
130459110.02,"3,222"
130459111.01,"4,574"
130459111.02,"3,283"
130459112.01,"2,889"
130459112.02,"3,164"
130470301.00,"7,730"
130470302.01,"5,219"
130470302.02,"6,415"
130470303.03,"3,218"
130470303.04,"3,744"
130470303.05,"2,000"
130470303.06,"5,782"
130470304.02,"6,928"
130470304.03,"5,452"
130470304.04,"2,544"
130470305.01,"3,163"
130470305.02,"3,650"
130470306.00,"5,033"
130470307.01,"3,774"
130470307.02,"4,456"
130550101.00,"2,284"
130550102.01,"3,065"
130550102.02,"3,348"
130550103.00,"2,924"
130550104.01,"2,467"
130550104.02,"2,807"
130550105.01,"2,074"
130550105.02,"3,497"
130550106.00,"2,489"
130570901.01,"4,454"
130570901.02,"6,196"
130570901.03,"2,339"
130570902.01,"2,558"
130570902.02,"7,099"
130570903.01,"5,756"
130570903.02,"2,624"
130570903.03,"7,110"
130570904.01,"5,599"
130570904.02,"9,911"
130570905.03,"4,935"
130570905.04,"5,526"
130570905.05,"6,013"
130570905.06,"4,834"
130570905.07,"2,218"
130570906.03,"6,419"
130570906.04,"3,568"
130570906.05,"4,049"
130570906.06,"4,690"
130570907.03,"5,443"
130570907.04,"3,893"
130570907.05,"3,008"
130570907.06,"4,928"
130570907.07,"4,486"
130570907.08,"5,473"
130570907.09,"3,626"
130570907.10,"4,403"
130570908.05,"5,222"
130570908.06,"4,907"
130570908.07,"8,373"
130570908.08,"7,622"
130570908.09,"4,197"
130570908.10,"4,913"
130570909.05,"4,993"
130570909.06,"6,581"
130570909.07,"5,173"
130570909.08,"5,722"
130570909.09,"6,701"
130570909.10,"5,538"
130570909.11,"5,372"
130570909.12,"4,015"
130570910.01,"6,974"
130570910.06,"4,823"
130570910.07,"6,470"
130570910.09,"6,660"
130570910.10,"3,054"
130570910.11,"4,533"
130570910.12,"4,521"
130570910.13,"5,599"
130570910.14,"4,604"
130570911.01,"6,104"
130570911.04,"6,058"
130570911.05,"6,178"
130570911.06,"5,185"
130570911.07,"3,340"
130570911.08,"1,945"
130630402.02,"3,229"
130630402.03,"4,268"
130630402.04,"5,664"
130630403.02,"5,663"
130630403.06,"3,918"
130630403.07,"5,165"
130630403.08,"4,706"
130630403.09,"3,196"
130630403.10,"4,297"
130630404.07,"5,113"
130630404.09,"6,274"
130630404.10,"7,978"
130630404.14,"2,121"
130630404.16,"4,149"
130630404.17,"5,132"
130630404.18,"2,384"
130630404.19,"6,261"
130630404.20,"7,371"
130630404.21,"7,639"
130630404.22,"3,150"
130630404.23,"3,623"
130630404.24,"3,292"
130630404.25,"5,280"
130630404.26,"2,738"
130630404.27,"5,630"
130630405.09,"4,711"
130630405.10,"3,451"
130630405.12,"5,188"
130630405.13,"5,518"
130630405.18,"5,565"
130630405.19,"5,078"
130630405.21,"3,314"
130630405.22,"5,321"
130630405.23,"2,487"
130630405.25,"2,967"
130630405.27,"4,056"
130630405.28,"3,477"
130630405.29,"3,430"
130630405.30,"4,308"
130630405.31,"2,590"
130630405.32,"2,075"
130630405.33,"4,665"
130630405.34,"3,762"
130630405.35,"3,825"
130630405.36,"3,354"
130630405.37,"3,913"
130630405.38,"2,884"
130630406.06,"8,151"
130630406.09,"7,347"
130630406.14,"5,551"
130630406.15,"2,040"
130630406.17,"1,561"
130630406.23,"6,009"
130630406.24,"3,141"
130630406.25,"5,336"
130630406.26,"5,292"
130630406.27,"5,486"
130630406.28,"3,636"
130630406.29,"2,719"
130630406.30,"4,158"
130630406.31,"8,073"
130630406.32,"5,089"
130630406.33,"3,358"
130630406.34,"3,868"
130630406.35,"2,572"
130630406.36,"5,655"
130630406.37,"3,284"
130630406.38,"3,519"
130630406.39,"5,362"
130639800.00,0
130670301.04,"4,093"
130670301.07,"5,387"
130670301.08,"5,133"
130670301.09,"3,684"
130670301.10,"5,064"
130670301.11,"4,919"
130670301.12,"3,004"
130670301.13,"4,235"
130670302.20,"1,766"
130670302.33,"4,853"
130670302.35,"5,557"
130670302.36,"5,234"
130670302.40,"5,367"
130670302.41,"3,099"
130670302.42,"4,406"
130670302.43,"4,545"
130670302.44,"4,788"
130670302.45,"3,300"
130670302.46,"2,459"
130670302.47,"5,101"
130670302.48,"6,901"
130670302.49,"4,140"
130670302.50,"5,695"
130670302.51,"3,383"
130670302.52,"5,248"
130670302.53,"3,505"
130670302.54,"1,958"
130670302.55,"4,929"
130670302.56,"4,291"
130670302.57,"4,144"
130670302.58,"3,067"
130670302.59,"3,687"
130670302.60,"2,915"
130670302.61,"3,592"
130670302.62,"4,511"
130670302.63,"3,186"
130670302.64,"2,866"
130670302.65,"3,390"
130670302.66,"2,948"
130670302.67,"3,208"
130670302.68,"3,713"
130670302.69,"3,491"
130670302.70,"3,586"
130670302.71,"2,989"
130670302.72,"2,555"
130670302.73,"3,706"
130670302.74,"4,102"
130670302.75,"2,212"
130670302.76,"3,283"
130670302.77,"3,554"
130670302.78,"4,331"
130670303.19,"4,781"
130670303.22,"3,684"
130670303.24,"3,655"
130670303.26,"4,638"
130670303.27,"5,071"
130670303.29,"4,707"
130670303.31,"6,194"
130670303.32,"3,181"
130670303.34,"3,553"
130670303.35,"5,376"
130670303.37,"5,005"
130670303.40,"4,012"
130670303.41,"5,019"
130670303.42,"4,997"
130670303.43,"4,883"
130670303.44,"3,664"
130670303.45,"7,783"
130670303.46,"3,545"
130670303.47,"4,841"
130670303.48,"5,149"
130670303.49,"3,540"
130670303.50,"2,458"
130670303.51,"2,867"
130670303.52,"5,281"
130670303.53,"3,729"
130670303.54,"4,753"
130670303.55,"2,337"
130670303.56,"4,414"
130670303.57,"2,466"
130670303.58,"3,970"
130670303.59,"4,378"
130670303.60,"2,409"
130670303.61,"3,655"
130670303.62,"3,206"
130670303.63,"3,244"
130670303.64,"3,072"
130670303.65,"3,400"
130670303.66,"3,137"
130670303.67,"2,824"
130670303.68,"2,868"
130670303.69,"3,724"
130670303.70,"4,205"
130670304.05,"6,567"
130670304.07,"5,266"
130670304.08,"3,827"
130670304.09,"3,617"
130670304.10,"5,107"
130670304.11,"2,587"
130670304.12,"4,883"
130670304.13,"6,609"
130670304.14,"3,331"
130670305.05,"6,255"
130670305.06,"4,625"
130670305.07,"5,230"
130670305.08,"3,411"
130670305.09,"3,754"
130670305.10,"1,857"
130670305.11,"4,778"
130670306.02,"7,586"
130670306.03,"6,275"
130670306.04,"4,164"
130670307.00,"4,854"
130670308.00,"5,749"
130670309.06,"3,994"
130670309.07,"4,017"
130670309.08,"4,146"
130670309.09,"2,956"
130670309.10,"3,656"
130670309.11,"3,465"
130670309.12,"6,676"
130670310.01,"5,538"
130670310.04,"8,594"
130670310.05,"5,756"
130670310.06,"4,583"
130670310.07,"5,178"
130670311.01,"5,737"
130670311.10,"3,009"
130670311.11,"3,455"
130670311.12,"5,858"
130670311.13,"1,380"
130670311.14,"6,912"
130670311.15,"4,797"
130670311.16,"4,701"
130670311.17,"5,675"
130670311.18,"6,261"
130670311.19,"4,117"
130670311.20,"4,440"
130670311.21,"2,834"
130670311.22,"2,959"
130670312.07,"5,921"
130670312.09,"4,706"
130670312.12,"2,439"
130670312.13,"2,610"
130670312.14,"3,622"
130670312.15,"5,430"
130670312.16,"3,100"
130670312.17,"4,426"
130670312.18,"2,204"
130670312.19,"2,241"
130670312.20,"2,926"
130670312.21,"3,847"
130670313.06,"4,803"
130670313.08,"5,441"
130670313.14,"6,426"
130670313.15,"5,037"
130670313.16,"5,889"
130670313.17,"4,440"
130670313.18,"4,811"
130670313.19,"5,259"
130670313.20,"4,613"
130670313.21,"2,486"
130670313.22,"5,088"
130670313.23,"2,880"
130670313.24,"3,977"
130670313.25,"2,241"
130670314.09,"6,404"
130670314.10,"4,696"
130670314.11,"4,299"
130670314.12,"4,637"
130670314.13,"3,623"
130670314.14,"4,388"
130670314.15,"2,647"
130670314.16,"4,304"
130670314.17,"2,852"
130670315.06,"6,696"
130670315.07,"3,518"
130670315.10,"3,525"
130670315.11,"5,679"
130670315.12,"5,423"
130670315.13,"4,778"
130670315.14,"2,733"
130670315.15,"4,423"
130670315.16,"2,517"
130670315.17,"3,743"
130670315.18,"2,794"
130771701.01,"2,008"
130771701.02,"5,545"
